Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-12-31,Afghanistan,Afghani,Afghanistan-Afghani,77.09,2020-12-31,1,2021,1,2020,4,12,31
2020-12-31,Albania,Lek,Albania-Lek,100.35,2020-12-31,2,2021,1,2020,4,12,31
2020-12-31,Algeria,Dinar,Algeria-Dinar,132.212,2020-12-31,3,2021,1,2020,4,12,31
2020-12-31,Angola,Kwanza,Angola-Kwanza,649.6,2020-12-31,4,2021,1,2020,4,12,31
2020-12-31,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2020-12-31,5,2021,1,2020,4,12,31
2020-12-31,Argentina,Peso,Argentina-Peso,89.25,2020-12-31,6,2021,1,2020,4,12,31
2020-12-31,Armenia,Dram,Armenia-Dram,515.0,2020-12-31,7,2021,1,2020,4,12,31
2020-12-31,Australia,Dollar,Australia-Dollar,1.294,2020-12-31,8,2021,1,2020,4,12,31
2020-12-31,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2020-12-31,9,2021,1,2020,4,12,31
2020-12-31,Bahamas,Dollar,Bahamas-Dollar,1.0,2020-12-31,10,2021,1,2020,4,12,31
2020-12-31,Bahrain,Dinar,Bahrain-Dinar,0.377,2020-12-31,11,2021,1,2020,4,12,31
2020-12-31,Bangladesh,Taka,Bangladesh-Taka,85.0,2020-12-31,12,2021,1,2020,4,12,31
2020-12-31,Barbados,Dollar,Barbados-Dollar,2.02,2020-12-31,13,2021,1,2020,4,12,31
2020-12-31,Belarus,New Ruble,Belarus-New Ruble,2.598,2020-12-31,14,2021,1,2020,4,12,31
2020-12-31,Belize,Dollar,Belize-Dollar,2.0,2020-12-31,15,2021,1,2020,4,12,31
2020-12-31,Benin,CFA Franc,Benin-CFA Franc,529.0,2020-12-31,16,2021,1,2020,4,12,31
2020-12-31,Bermuda,Dollar,Bermuda-Dollar,1.0,2020-12-31,17,2021,1,2020,4,12,31
2020-12-31,Bolivia,Boliviano,Bolivia-Boliviano,6.81,2020-12-31,18,2021,1,2020,4,12,31
2020-12-31,Bosnia,Marka,Bosnia-Marka,1.594,2020-12-31,19,2021,1,2020,4,12,31
2020-12-31,Botswana,Pula,Botswana-Pula,10.799,2020-12-31,20,2021,1,2020,4,12,31
2020-12-31,Brazil,Real,Brazil-Real,5.194,2020-12-31,21,2021,1,2020,4,12,31
2020-12-31,Brunei,Dollar,Brunei-Dollar,1.322,2020-12-31,22,2021,1,2020,4,12,31
2020-12-31,Bulgaria,Lev New,Bulgaria-Lev New,1.594,2020-12-31,23,2021,1,2020,4,12,31
2020-12-31,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,529.0,2020-12-31,24,2021,1,2020,4,12,31
2020-12-31,Burma,Kyat,Burma-Kyat,1326.0,2020-12-31,25,2021,1,2020,4,12,31
2020-12-31,Burundi,Franc,Burundi-Franc,1930.61,2020-12-31,26,2021,1,2020,4,12,31
2020-12-31,Cambodia,Riel,Cambodia-Riel,4051.0,2020-12-31,27,2021,1,2020,4,12,31
2020-12-31,Cameroon,CFA Franc,Cameroon-CFA Franc,529.26,2020-12-31,28,2021,1,2020,4,12,31
2020-12-31,Canada,Dollar,Canada-Dollar,1.275,2020-12-31,29,2021,1,2020,4,12,31
2020-12-31,Cape Verde,Escudo,Cape Verde-Escudo,89.83,2020-12-31,30,2021,1,2020,4,12,31
2020-12-31,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2020-12-31,31,2021,1,2020,4,12,31
2020-12-31,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,529.26,2020-12-31,32,2021,1,2020,4,12,31
2020-12-31,Chad,CFA Franc,Chad-CFA Franc,529.26,2020-12-31,33,2021,1,2020,4,12,31
2020-12-31,Chile,Peso,Chile-Peso,709.75,2020-12-31,34,2021,1,2020,4,12,31
2020-12-31,China,Renminbi,China-Renminbi,6.54,2020-12-31,35,2021,1,2020,4,12,31
2020-12-31,Colombia,Peso,Colombia-Peso,3414.5,2020-12-31,36,2021,1,2020,4,12,31
2020-12-31,Comoros,Franc,Comoros-Franc,400.62,2020-12-31,37,2021,1,2020,4,12,31
2020-12-31,Congo,CFA Franc,Congo-CFA Franc,529.26,2020-12-31,38,2021,1,2020,4,12,31
2020-12-31,Costa Rica,Colon,Costa Rica-Colon,609.1,2020-12-31,39,2021,1,2020,4,12,31
2020-12-31,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,529.0,2020-12-31,40,2021,1,2020,4,12,31
2020-12-31,Croatia,KUNA,Croatia-KUNA,5.95,2020-12-31,41,2021,1,2020,4,12,31
2020-12-31,Cuba,Chavito,Cuba-Chavito,1.0,2020-12-31,42,2021,1,2020,4,12,31
2020-12-31,Czech. Republic,Koruna,Czech. Republic-Koruna,20.754,2020-12-31,43,2021,1,2020,4,12,31
2020-12-31,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1966.48,2020-12-31,44,2021,1,2020,4,12,31
2020-12-31,Denmark,Krone,Denmark-Krone,6.065,2020-12-31,45,2021,1,2020,4,12,31
2020-12-31,Djibouti,Franc,Djibouti-Franc,177.0,2020-12-31,46,2021,1,2020,4,12,31
2020-12-31,Dominican Republic,Peso,Dominican Republic-Peso,58.14,2020-12-31,47,2021,1,2020,4,12,31
2020-12-31,Ecuador,Dolares,Ecuador-Dolares,1.0,2020-12-31,48,2021,1,2020,4,12,31
2020-12-31,Egypt,Pound,Egypt-Pound,15.69,2020-12-31,49,2021,1,2020,4,12,31
2020-12-31,El Salvador,Dollar,El Salvador-Dollar,1.0,2020-12-31,50,2021,1,2020,4,12,31
2020-12-31,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,529.26,2020-12-31,51,2021,1,2020,4,12,31
2020-12-31,Eritrea,Nakfa,Eritrea-Nakfa,15.0,2020-12-31,52,2021,1,2020,4,12,31
2020-12-31,Ethiopia,Birr,Ethiopia-Birr,39.181,2020-12-31,53,2021,1,2020,4,12,31
2020-12-31,Euro Zone,Euro,Euro Zone-Euro,0.815,2020-12-31,54,2021,1,2020,4,12,31
2020-12-31,Fiji,Dollar,Fiji-Dollar,2.004,2020-12-31,55,2021,1,2020,4,12,31
2020-12-31,Gabon,CFA Franc,Gabon-CFA Franc,529.26,2020-12-31,56,2021,1,2020,4,12,31
2020-12-31,Gambia,Dalasi,Gambia-Dalasi,52.0,2020-12-31,57,2021,1,2020,4,12,31
2020-12-31,Georgia,Lari,Georgia-Lari,3.27,2020-12-31,58,2021,1,2020,4,12,31
2020-12-31,Ghana,Cedi,Ghana-Cedi,5.81,2020-12-31,59,2021,1,2020,4,12,31
2020-12-31,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2020-12-31,60,2021,1,2020,4,12,31
2020-12-31,Guatemala,Quetzal,Guatemala-Quetzal,7.78,2020-12-31,61,2021,1,2020,4,12,31
2020-12-31,Guinea,Franc,Guinea-Franc,9990.0,2020-12-31,63,2021,1,2020,4,12,31
2020-12-31,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,529.0,2020-12-31,62,2021,1,2020,4,12,31
2020-12-31,Guyana,Dollar,Guyana-Dollar,215.0,2020-12-31,64,2021,1,2020,4,12,31
2020-12-31,Haiti,Gourde,Haiti-Gourde,71.606,2020-12-31,65,2021,1,2020,4,12,31
2020-12-31,Honduras,Lempira,Honduras-Lempira,25.0,2020-12-31,66,2021,1,2020,4,12,31
2020-12-31,Hong Kong,Dollar,Hong Kong-Dollar,7.753,2020-12-31,67,2021,1,2020,4,12,31
2020-12-31,Hungary,Forint,Hungary-Forint,296.76,2020-12-31,68,2021,1,2020,4,12,31
2020-12-31,Iceland,Krona,Iceland-Krona,127.11,2020-12-31,69,2021,1,2020,4,12,31
2020-12-31,India,Rupee,India-Rupee,73.034,2020-12-31,70,2021,1,2020,4,12,31
2020-12-31,Indonesia,Rupiah,Indonesia-Rupiah,14028.0,2020-12-31,71,2021,1,2020,4,12,31
2020-12-31,Iran,Rial,Iran-Rial,42000.0,2020-12-31,72,2021,1,2020,4,12,31
2020-12-31,Iraq,Dinar,Iraq-Dinar,1458.0,2020-12-31,73,2021,1,2020,4,12,31
2020-12-31,Israel,Shekel,Israel-Shekel,3.213,2020-12-31,74,2021,1,2020,4,12,31
2020-12-31,Jamaica,Dollar,Jamaica-Dollar,150.0,2020-12-31,75,2021,1,2020,4,12,31
2020-12-31,Japan,Yen,Japan-Yen,103.08,2020-12-31,76,2021,1,2020,4,12,31
2020-12-31,Jordan,Dinar,Jordan-Dinar,0.708,2020-12-31,77,2021,1,2020,4,12,31
2020-12-31,Kazakhstan,Tenge,Kazakhstan-Tenge,421.27,2020-12-31,78,2021,1,2020,4,12,31
2020-12-31,Kenya,Shilling,Kenya-Shilling,109.1,2020-12-31,79,2021,1,2020,4,12,31
2020-12-31,Korea,Won,Korea-Won,1087.66,2020-12-31,80,2021,1,2020,4,12,31
2020-12-31,Kuwait,Dinar,Kuwait-Dinar,0.304,2020-12-31,81,2021,1,2020,4,12,31
2020-12-31,Kyrgyzstan,Som,Kyrgyzstan-Som,82.65,2020-12-31,82,2021,1,2020,4,12,31
2020-12-31,Laos,Kip,Laos-Kip,9280.0,2020-12-31,83,2021,1,2020,4,12,31
2020-12-31,Lebanon,Pound,Lebanon-Pound,1500.0,2020-12-31,84,2021,1,2020,4,12,31
2020-12-31,Lesotho,Maloti,Lesotho-Maloti,14.673,2020-12-31,85,2021,1,2020,4,12,31
2020-12-31,Liberia,Dollar,Liberia-Dollar,4.451,2020-12-31,86,2021,1,2020,4,12,31
2020-12-31,Libya,Dinar,Libya-Dinar,1.333,2020-12-31,87,2021,1,2020,4,12,31
2020-12-31,Madagascar,Ariary,Madagascar-Ariary,3824.8,2020-12-31,88,2021,1,2020,4,12,31
2020-12-31,Malawi,Kwacha,Malawi-Kwacha,820.0,2020-12-31,89,2021,1,2020,4,12,31
2020-12-31,Malaysia,Ringgit,Malaysia-Ringgit,4.02,2020-12-31,90,2021,1,2020,4,12,31
2020-12-31,Maldives,Rufiyaa,Maldives-Rufiyaa,15.42,2020-12-31,91,2021,1,2020,4,12,31
2020-12-31,Mali,CFA Franc,Mali-CFA Franc,529.0,2020-12-31,92,2021,1,2020,4,12,31
2020-12-31,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,2020-12-31,93,2021,1,2020,4,12,31
2020-12-31,Mauritania,Ouguiya,Mauritania-Ouguiya,37.0,2020-12-31,94,2021,1,2020,4,12,31
2020-12-31,Mauritius,Rupee,Mauritius-Rupee,39.55,2020-12-31,95,2021,1,2020,4,12,31
2020-12-31,Mexico,Peso,Mexico-Peso,19.913,2020-12-31,96,2021,1,2020,4,12,31
2020-12-31,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,2020-12-31,97,2021,1,2020,4,12,31
2020-12-31,Moldova,LEU,Moldova-LEU,17.08,2020-12-31,98,2021,1,2020,4,12,31
2020-12-31,Mongolia,Tugrik,Mongolia-Tugrik,2849.77,2020-12-31,99,2021,1,2020,4,12,31
2020-12-31,Morocco,Dirham,Morocco-Dirham,8.917,2020-12-31,100,2021,1,2020,4,12,31
2020-12-31,Mozambique,Metical,Mozambique-Metical,74.2,2020-12-31,101,2021,1,2020,4,12,31
2020-12-31,Nambia,Dollar,Nambia-Dollar,14.673,2020-12-31,102,2021,1,2020,4,12,31
2020-12-31,Nepal,Rupee,Nepal-Rupee,117.0,2020-12-31,103,2021,1,2020,4,12,31
2020-12-31,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2020-12-31,104,2021,1,2020,4,12,31
2020-12-31,New Zealand,Dollar,New Zealand-Dollar,1.383,2020-12-31,105,2021,1,2020,4,12,31
2020-12-31,Nicaragua,Cordoba,Nicaragua-Cordoba,34.9,2020-12-31,106,2021,1,2020,4,12,31
2020-12-31,Niger,CFA Franc,Niger-CFA Franc,529.0,2020-12-31,107,2021,1,2020,4,12,31
2020-12-31,Nigeria,Naira,Nigeria-Naira,385.0,2020-12-31,108,2021,1,2020,4,12,31
2020-12-31,Norway,Krone,Norway-Krone,8.53,2020-12-31,109,2021,1,2020,4,12,31
2020-12-31,Oman,Rial,Oman-Rial,0.385,2020-12-31,110,2021,1,2020,4,12,31
2020-12-31,Pakistan,Rupee,Pakistan-Rupee,159.75,2020-12-31,111,2021,1,2020,4,12,31
2020-12-31,Panama,Balboa,Panama-Balboa,8.53,2020-12-31,112,2021,1,2020,4,12,31
2020-12-31,Panama,Dolares,Panama-Dolares,1.0,2020-12-31,113,2021,1,2020,4,12,31
2020-12-31,Papua New Guinea,Kina,Papua New Guinea-Kina,3.509,2020-12-31,114,2021,1,2020,4,12,31
2020-12-31,Paraguay,Guarani,Paraguay-Guarani,6891.96,2020-12-31,115,2021,1,2020,4,12,31
2020-12-31,Peru,Sol,Peru-Sol,3.619,2020-12-31,116,2021,1,2020,4,12,31
2020-12-31,Philippines,Peso,Philippines-Peso,48.173,2020-12-31,117,2021,1,2020,4,12,31
2020-12-31,Poland,Zloty,Poland-Zloty,3.713,2020-12-31,118,2021,1,2020,4,12,31
2020-12-31,Qatar,Riyal,Qatar-Riyal,3.64,2020-12-31,119,2021,1,2020,4,12,31
2020-12-31,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,50.13,2020-12-31,120,2021,1,2020,4,12,31
2020-12-31,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,2020-12-31,121,2021,1,2020,4,12,31
2020-12-31,Romania,New Leu,Romania-New Leu,3.966,2020-12-31,122,2021,1,2020,4,12,31
2020-12-31,Russia,Ruble,Russia-Ruble,74.46,2020-12-31,123,2021,1,2020,4,12,31
2020-12-31,Rwanda,Franc,Rwanda-Franc,950.0,2020-12-31,124,2021,1,2020,4,12,31
2020-12-31,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,20.051,2020-12-31,125,2021,1,2020,4,12,31
2020-12-31,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2020-12-31,126,2021,1,2020,4,12,31
2020-12-31,Senegal,CFA Franc,Senegal-CFA Franc,529.0,2020-12-31,127,2021,1,2020,4,12,31
2020-12-31,Serbia,Dinar,Serbia-Dinar,95.8,2020-12-31,128,2021,1,2020,4,12,31
2020-12-31,Seychelles,Rupee,Seychelles-Rupee,20.91,2020-12-31,129,2021,1,2020,4,12,31
2020-12-31,Sierra Leone,Leone,Sierra Leone-Leone,9997.0,2020-12-31,130,2021,1,2020,4,12,31
2020-12-31,Singapore,Dollar,Singapore-Dollar,1.322,2020-12-31,131,2021,1,2020,4,12,31
2020-12-31,Solomon Islands,Dollar,Solomon Islands-Dollar,7.734,2020-12-31,132,2021,1,2020,4,12,31
2020-12-31,Somali,Shilling,Somali-Shilling,575.0,2020-12-31,133,2021,1,2020,4,12,31
2020-12-31,South,Sudanese-Pound,South-Sudanese-Pound,177.0,2020-12-31,135,2021,1,2020,4,12,31
2020-12-31,South Africa,Rand,South Africa-Rand,14.673,2020-12-31,134,2021,1,2020,4,12,31
2020-12-31,Sri Lanka,Rupee,Sri Lanka-Rupee,185.0,2020-12-31,136,2021,1,2020,4,12,31
2020-12-31,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,2020-12-31,137,2021,1,2020,4,12,31
2020-12-31,Sudan,Pound,Sudan-Pound,378.0,2020-12-31,138,2021,1,2020,4,12,31
2020-12-31,Suriname,Dollar,Suriname-Dollar,14.29,2020-12-31,139,2021,1,2020,4,12,31
2020-12-31,Swaziland,Langeni,Swaziland-Langeni,14.673,2020-12-31,140,2021,1,2020,4,12,31
2020-12-31,Sweden,Krona,Sweden-Krona,8.172,2020-12-31,141,2021,1,2020,4,12,31
2020-12-31,Switzerland,Franc,Switzerland-Franc,0.881,2020-12-31,142,2021,1,2020,4,12,31
2020-12-31,Syria,Pound,Syria-Pound,1256.0,2020-12-31,143,2021,1,2020,4,12,31
2020-12-31,Taiwan,Dollar,Taiwan-Dollar,28.074,2020-12-31,144,2021,1,2020,4,12,31
2020-12-31,Tajikistan,Somoni,Tajikistan-Somoni,11.325,2020-12-31,145,2021,1,2020,4,12,31
2020-12-31,Tanzania,Shilling,Tanzania-Shilling,2314.0,2020-12-31,146,2021,1,2020,4,12,31
2020-12-31,Thailand,Baht,Thailand-Baht,29.92,2020-12-31,147,2021,1,2020,4,12,31
2020-12-31,Timor,Leste-Dili,Timor-Leste-Dili,1.0,2020-12-31,148,2021,1,2020,4,12,31
2020-12-31,Togo,CFA Franc,Togo-CFA Franc,529.0,2020-12-31,149,2021,1,2020,4,12,31
2020-12-31,Tonga,Pa'anga,Tonga-Pa'anga,2.198,2020-12-31,150,2021,1,2020,4,12,31
2020-12-31,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.698,2020-12-31,151,2021,1,2020,4,12,31
2020-12-31,Tunisia,Dinar,Tunisia-Dinar,2.683,2020-12-31,152,2021,1,2020,4,12,31
2020-12-31,Turkey,New Lira,Turkey-New Lira,7.424,2020-12-31,153,2021,1,2020,4,12,31
2020-12-31,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2020-12-31,154,2021,1,2020,4,12,31
2020-12-31,Uganda,Shilling,Uganda-Shilling,3649.0,2020-12-31,155,2021,1,2020,4,12,31
2020-12-31,Ukraine,Hryvnia,Ukraine-Hryvnia,28.3,2020-12-31,156,2021,1,2020,4,12,31
2020-12-31,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2020-12-31,157,2021,1,2020,4,12,31
2020-12-31,United Kingdom,Pound,United Kingdom-Pound,0.732,2020-12-31,158,2021,1,2020,4,12,31
2020-12-31,Uruguay,Peso,Uruguay-Peso,42.14,2020-12-31,159,2021,1,2020,4,12,31
2020-12-31,Uzbekistan,Som,Uzbekistan-Som,10471.92,2020-12-31,160,2021,1,2020,4,12,31
2020-12-31,Vanuatu,Vatu,Vanuatu-Vatu,106.23,2020-12-31,161,2021,1,2020,4,12,31
2020-12-31,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,1496565.185,2020-12-31,162,2021,1,2020,4,12,31
2020-12-31,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832.0,2020-12-31,163,2021,1,2020,4,12,31
2020-12-31,Vietnam,Dong,Vietnam-Dong,23070.0,2020-12-31,164,2021,1,2020,4,12,31
2020-12-31,Western Samoa,Tala,Western Samoa-Tala,2.444,2020-12-31,165,2021,1,2020,4,12,31
2020-12-31,Yemen,Rial,Yemen-Rial,480.0,2020-12-31,166,2021,1,2020,4,12,31
2020-12-31,Zambia,New Kwacha,Zambia-New Kwacha,21.14,2020-12-31,167,2021,1,2020,4,12,31
2020-12-31,Zimbabwe,RTGS,Zimbabwe-RTGS,79.742,2020-12-31,168,2021,1,2020,4,12,31
2020-09-30,Afghanistan,Afghani,Afghanistan-Afghani,76.97,2020-09-30,1,2020,4,2020,3,09,30
2020-09-30,Albania,Lek,Albania-Lek,105.75,2020-09-30,2,2020,4,2020,3,09,30
2020-09-30,Algeria,Dinar,Algeria-Dinar,129.12,2020-09-30,3,2020,4,2020,3,09,30
2020-09-30,Angola,Kwanza,Angola-Kwanza,619.375,2020-09-30,4,2020,4,2020,3,09,30
2020-09-30,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2020-09-30,5,2020,4,2020,3,09,30
2020-09-30,Argentina,Peso,Argentina-Peso,80.0,2020-09-30,6,2020,4,2020,3,09,30
2020-09-30,Armenia,Dram,Armenia-Dram,484.0,2020-09-30,7,2020,4,2020,3,09,30
2020-09-30,Australia,Dollar,Australia-Dollar,1.405,2020-09-30,8,2020,4,2020,3,09,30
2020-09-30,Austria,Euro,Austria-Euro,0.854,2020-09-30,9,2020,4,2020,3,09,30
2020-09-30,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2020-09-30,10,2020,4,2020,3,09,30
2020-09-30,Bahamas,Dollar,Bahamas-Dollar,1.0,2020-09-30,11,2020,4,2020,3,09,30
2020-09-30,Bahrain,Dinar,Bahrain-Dinar,0.377,2020-09-30,12,2020,4,2020,3,09,30
2020-09-30,Bangladesh,Taka,Bangladesh-Taka,85.0,2020-09-30,13,2020,4,2020,3,09,30
2020-09-30,Barbados,Dollar,Barbados-Dollar,2.02,2020-09-30,14,2020,4,2020,3,09,30
2020-09-30,Belarus,New Ruble,Belarus-New Ruble,2.614,2020-09-30,15,2020,4,2020,3,09,30
2020-09-30,Belarus,Ruble,Belarus-Ruble,2.647,2020-09-30,16,2020,4,2020,3,09,30
2020-09-30,Belgium,Euro,Belgium-Euro,0.854,2020-09-30,17,2020,4,2020,3,09,30
2020-09-30,Belize,Dollar,Belize-Dollar,2.0,2020-09-30,18,2020,4,2020,3,09,30
2020-09-30,Benin,CFA Franc,Benin-CFA Franc,556.0,2020-09-30,19,2020,4,2020,3,09,30
2020-09-30,Bermuda,Dollar,Bermuda-Dollar,1.0,2020-09-30,20,2020,4,2020,3,09,30
2020-09-30,Bolivia,Boliviano,Bolivia-Boliviano,6.83,2020-09-30,21,2020,4,2020,3,09,30
2020-09-30,Bosnia,Marka,Bosnia-Marka,1.671,2020-09-30,22,2020,4,2020,3,09,30
2020-09-30,Botswana,Pula,Botswana-Pula,11.534,2020-09-30,23,2020,4,2020,3,09,30
2020-09-30,Brazil,Real,Brazil-Real,5.634,2020-09-30,24,2020,4,2020,3,09,30
2020-09-30,Brunei,Dollar,Brunei-Dollar,1.37,2020-09-30,25,2020,4,2020,3,09,30
2020-09-30,Bulgaria,Lev New,Bulgaria-Lev New,1.67,2020-09-30,26,2020,4,2020,3,09,30
2020-09-30,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,556.0,2020-09-30,27,2020,4,2020,3,09,30
2020-09-30,Burma,Kyat,Burma-Kyat,1305.0,2020-09-30,28,2020,4,2020,3,09,30
2020-09-30,Burundi,Franc,Burundi-Franc,1915.5,2020-09-30,29,2020,4,2020,3,09,30
2020-09-30,Cambodia,Riel,Cambodia-Riel,4051.0,2020-09-30,30,2020,4,2020,3,09,30
2020-09-30,Cameroon,CFA Franc,Cameroon-CFA Franc,554.61,2020-09-30,31,2020,4,2020,3,09,30
2020-09-30,Canada,Dollar,Canada-Dollar,1.338,2020-09-30,32,2020,4,2020,3,09,30
2020-09-30,Cape Verde,Escudo,Cape Verde-Escudo,94.12,2020-09-30,33,2020,4,2020,3,09,30
2020-09-30,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2020-09-30,34,2020,4,2020,3,09,30
2020-09-30,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,554.61,2020-09-30,35,2020,4,2020,3,09,30
2020-09-30,Chad,CFA Franc,Chad-CFA Franc,554.61,2020-09-30,36,2020,4,2020,3,09,30
2020-09-30,Chile,Peso,Chile-Peso,788.39,2020-09-30,37,2020,4,2020,3,09,30
2020-09-30,China,Renminbi,China-Renminbi,6.807,2020-09-30,38,2020,4,2020,3,09,30
2020-09-30,Colombia,Peso,Colombia-Peso,3425.5,2020-09-30,39,2020,4,2020,3,09,30
2020-09-30,Comoros,Franc,Comoros-Franc,420.59,2020-09-30,40,2020,4,2020,3,09,30
2020-09-30,Congo,CFA Franc,Congo-CFA Franc,554.61,2020-09-30,41,2020,4,2020,3,09,30
2020-09-30,Costa Rica,Colon,Costa Rica-Colon,601.0,2020-09-30,42,2020,4,2020,3,09,30
2020-09-30,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,556.0,2020-09-30,43,2020,4,2020,3,09,30
2020-09-30,Croatia,KUNA,Croatia-KUNA,6.32,2020-09-30,44,2020,4,2020,3,09,30
2020-09-30,Cross Border,Euro,Cross Border-Euro,0.854,2020-09-30,45,2020,4,2020,3,09,30
2020-09-30,Cuba,Chavito,Cuba-Chavito,1.0,2020-09-30,46,2020,4,2020,3,09,30
2020-09-30,Cyprus,Euro,Cyprus-Euro,0.854,2020-09-30,47,2020,4,2020,3,09,30
2020-09-30,Czech. Republic,Koruna,Czech. Republic-Koruna,22.724,2020-09-30,48,2020,4,2020,3,09,30
2020-09-30,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1955.32,2020-09-30,49,2020,4,2020,3,09,30
2020-09-30,Denmark,Krone,Denmark-Krone,6.36,2020-09-30,50,2020,4,2020,3,09,30
2020-09-30,Djibouti,Franc,Djibouti-Franc,177.0,2020-09-30,51,2020,4,2020,3,09,30
2020-09-30,Dominican Republic,Peso,Dominican Republic-Peso,58.14,2020-09-30,52,2020,4,2020,3,09,30
2020-09-30,Ecuador,Dolares,Ecuador-Dolares,1.0,2020-09-30,53,2020,4,2020,3,09,30
2020-09-30,Egypt,Pound,Egypt-Pound,15.71,2020-09-30,54,2020,4,2020,3,09,30
2020-09-30,El Salvador,Dollar,El Salvador-Dollar,1.0,2020-09-30,55,2020,4,2020,3,09,30
2020-09-30,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,554.61,2020-09-30,56,2020,4,2020,3,09,30
2020-09-30,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15.0,2020-09-30,58,2020,4,2020,3,09,30
2020-09-30,Eritrea,Nakfa,Eritrea-Nakfa,15.0,2020-09-30,57,2020,4,2020,3,09,30
2020-09-30,Estonia,Euro,Estonia-Euro,0.854,2020-09-30,59,2020,4,2020,3,09,30
2020-09-30,Ethiopia,Birr,Ethiopia-Birr,36.722,2020-09-30,60,2020,4,2020,3,09,30
2020-09-30,Euro Zone,Euro,Euro Zone-Euro,0.854,2020-09-30,61,2020,4,2020,3,09,30
2020-09-30,Fiji,Dollar,Fiji-Dollar,2.097,2020-09-30,62,2020,4,2020,3,09,30
2020-09-30,Finland,Euro,Finland-Euro,0.854,2020-09-30,63,2020,4,2020,3,09,30
2020-09-30,France,Euro,France-Euro,0.854,2020-09-30,64,2020,4,2020,3,09,30
2020-09-30,Gabon,CFA Franc,Gabon-CFA Franc,554.61,2020-09-30,65,2020,4,2020,3,09,30
2020-09-30,Gambia,Dalasi,Gambia-Dalasi,51.0,2020-09-30,66,2020,4,2020,3,09,30
2020-09-30,Georgia,Lari,Georgia-Lari,3.16,2020-09-30,67,2020,4,2020,3,09,30
2020-09-30,Germany,Euro,Germany-Euro,0.854,2020-09-30,68,2020,4,2020,3,09,30
2020-09-30,Ghana,Cedi,Ghana-Cedi,5.735,2020-09-30,69,2020,4,2020,3,09,30
2020-09-30,Greece,Euro,Greece-Euro,0.854,2020-09-30,70,2020,4,2020,3,09,30
2020-09-30,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2020-09-30,71,2020,4,2020,3,09,30
2020-09-30,Guatemala,Quetzal,Guatemala-Quetzal,7.775,2020-09-30,72,2020,4,2020,3,09,30
2020-09-30,Guinea,Franc,Guinea-Franc,9737.0,2020-09-30,74,2020,4,2020,3,09,30
2020-09-30,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,556.0,2020-09-30,73,2020,4,2020,3,09,30
2020-09-30,Guyana,Dollar,Guyana-Dollar,215.0,2020-09-30,75,2020,4,2020,3,09,30
2020-09-30,Haiti,Gourde,Haiti-Gourde,65.5,2020-09-30,76,2020,4,2020,3,09,30
2020-09-30,Honduras,Lempira,Honduras-Lempira,25.0,2020-09-30,77,2020,4,2020,3,09,30
2020-09-30,Hong Kong,Dollar,Hong Kong-Dollar,7.75,2020-09-30,78,2020,4,2020,3,09,30
2020-09-30,Hungary,Forint,Hungary-Forint,312.08,2020-09-30,79,2020,4,2020,3,09,30
